Team,Rating_old,O Rating_old,D Rating_old,Rank_old,Rating_new,O Rating_new,D Rating_new,Rank_new,Weighted Rating,Weighted O Rating,Weighted D Rating,Rank
Cleveland Browns,1.9687500000000009,8.284912634408602,-6.316162634408601,13.0,2.84375,11.667305107526882,-8.823555107526882,12.0,2.6709104938271606,10.999178199256605,-8.328267705429443,12.0
Indianapolis Colts,2.072916666666667,8.17032930107527,-6.097412634408603,12.0,2.5000000000000013,11.412096774193552,-8.91209677419355,13.0,2.4156378600823056,10.771747643701051,-8.356109783618745,13.0
Las Vegas Raiders,0.23958333333333362,7.164773745519714,-6.92519041218638,15.0,1.1562499999999998,10.57355510752688,-9.41730510752688,14.0,0.9751800411522633,9.900215579229169,-8.925035538076905,14.0
Miami Dolphins,2.3854166666666665,8.359912634408603,-5.974495967741937,11.0,-0.031249999999999497,9.91313844086022,-9.94438844086022,15.0,0.4461162551440333,9.606328405017925,-9.160212149873892,15.0
Los Angeles Chargers,-1.416666666666666,6.375537634408603,-7.7922043010752695,19.0,-0.031249999999999535,9.929805107526889,-9.961055107526889,16.0,-0.30491255144032875,9.22772758197266,-9.532640133412988,16.0
Chicago Bears,-0.09374999999999989,6.931440412186378,-7.025190412186378,17.0,-0.9999999999999997,9.428763440860214,-10.428763440860214,17.0,-0.8209876543209874,8.935465064825875,-9.756452719146864,17.0
San Francisco 49ers,-0.9374999999999992,6.570676523297491,-7.50817652329749,18.0,-1.7499999999999993,9.27043010752689,-11.02043010752689,19.0,-1.5895061728395055,8.737145448913676,-10.32665162175318,18.0
New England Patriots,0.1458333333333336,7.056787634408605,-6.910954301075272,16.0,-2.2031249999999987,8.902200940860224,-11.105325940860222,20.0,-1.7391332304526739,8.537674855635213,-10.276808086087886,19.0
Dallas Cowboys,-4.479166666666667,5.43317652329749,-9.912343189964158,26.0,-1.2031249999999998,9.31886760752688,-10.52199260752688,18.0,-1.8502443415637857,8.551323689654408,-10.401568031218194,20.0
Minnesota Vikings,-1.4791666666666663,6.310954301075274,-7.79012096774194,20.0,-2.2187499999999982,8.919388440860228,-11.138138440860226,21.0,-2.0726594650205747,8.404142191026162,-10.476801656046739,21.0
Washington Football Team,-2.114583333333303,6.0876904121863795,-8.202273745519681,21.0,-3.4062499999999947,8.475638440860223,-11.881888440860218,22.0,-3.1511059670781787,8.003945003097488,-11.155050970175667,22.0
Carolina Panthers,-2.781249999999999,5.89880152329749,-8.68005152329749,22.0,-4.656249999999999,8.167305107526879,-12.823555107526877,23.0,-4.285879629629629,7.719205634098851,-12.005085263728478,23.0
Cincinnati Bengals,-5.583333333333334,5.292204301075264,-10.875537634408598,27.0,-5.375,7.991263440860218,-13.366263440860218,24.0,-5.416152263374485,7.4581159564582515,-12.874268219832738,24.0
Denver Broncos,-3.3958333333333357,5.774843189964155,-9.170676523297491,23.0,-5.937499999999999,7.84334677419355,-13.780846774193549,25.0,-5.435442386831276,7.434753473605028,-12.870195860436302,25.0
Atlanta Falcons,-3.531249999999999,5.946023745519719,-9.477273745519717,24.0,-6.187500000000001,7.801680107526869,-13.98918010752687,26.0,-5.662808641975309,7.43513070268595,-13.09793934466126,26.0
New York Giants,-3.562499999999999,5.647065412186381,-9.209565412186379,25.0,-7.171874999999999,7.601159274193553,-14.773034274193552,28.0,-6.458912037037036,7.215165424908186,-13.67407746194522,27.0
Philadelphia Eagles,-5.9062500000000036,5.258523745519716,-11.16477374551972,30.0,-7.046875000000001,7.646992607526884,-14.693867607526885,27.0,-6.821566358024693,7.175196289105715,-13.996762647130408,28.0
Detroit Lions,-5.82291666666667,5.244634856630828,-11.067551523297498,28.0,-10.343750000000002,7.256888440860218,-17.60063844086022,29.0,-9.450745884773664,6.859406251382807,-16.31015213615647,29.0
Houston Texans,-5.895833333333333,5.224843189964159,-11.120676523297492,29.0,-10.546874999999998,7.246992607526893,-17.79386760752689,30.0,-9.628150720164609,6.847555685539193,-16.4757064057038,30.0
New York Jets,-8.562500000000004,5.091509856630827,-13.65400985663083,31.0,-12.781250000000002,7.171471774193554,-19.952721774193556,31.0,-11.94791666666667,6.760615099119435,-18.708531765786102,31.0
Jacksonville Jaguars,-8.9375,5.09289874551971,-14.030398745519712,32.0,-13.562500000000002,7.180846774193553,-20.743346774193554,32.0,-12.648919753086421,6.768412595690077,-19.417332348776497,32.0
